,Region,Year,Gender,Death Rate,Cause of Death,Population,Total Deaths,Life Expectancy,Age Range
5058,Karnataka,2000,Female,6.9,Cancer,55000000,379548,70,51-65
5059,Tamil Nadu,2007,Female,5.14,Resp,66590694,342250,76.2,0-18
5060,Maharashtra,2007,Male,7.49,Resp,56650591,424376,72.4,36-50
5061,Maharashtra,2008,Female,5.31,Accident,57670302,306167,72.3,19-35
5062,Tamil Nadu,2007,Male,5,Infect,66590694,332953,74.6,19-35
5063,Gujarat,2004,Male,7.45,Accident,75770251,564172,68.2,36-50
5064,Tamil Nadu,2012,Male,5,Infect,71737090,358685,79.1,0-18
5065,Gujarat,2014,Female,5.84,Resp,92363513,539596,70.8,36-50
5066,Bihar,2008,Female,9.22,Cardio,95213198,877656,64.3,0-18
5067,Rajasthan,2004,Male,7.38,Accident,70082581,517272,67,0-18
5068,Uttar Pradesh,2000,Female,9.81,Resp,150000000,1471686,66,0-18
5069,Bihar,2010,Male,8.84,Infect,99448662,879010,64.2,36-50
5070,Rajasthan,2002,Female,8.57,Cardio,67493464,578632,67.5,19-35
5071,Karnataka,2013,Male,5,Infect,68475478,342377,75.7,51-65
5072,Uttar Pradesh,2012,Female,7.51,Infect,201733323,1515155,69.1,19-35
5073,Maharashtra,2009,Male,6.29,Accident,58708367,369141,73.4,36-50
5074,Bihar,2006,Male,9.74,Accident,91158120,888230,62.9,19-35
5075,West Bengal,2003,Male,6.56,Accident,94389488,619543,67.4,19-35
5076,Rajasthan,2011,Female,6.98,Infect,79952008,558365,67.8,0-18
5077,Gujarat,2005,Male,6.09,Cancer,77285656,471051,70.1,19-35
5078,Tamil Nadu,2001,Female,6.69,Cardio,60899999,407583,75.2,0-18
5079,Rajasthan,2013,Male,5.42,Infect,83019047,449854,70.9,66+
5080,Uttar Pradesh,2006,Female,8.51,Cancer,173954012,1480620,65.2,0-18
5081,Bihar,2013,Female,6.77,Cardio,106157732,718793,66.8,0-18
5082,Uttar Pradesh,2006,Female,8.77,Cardio,173954012,1525006,65.5,0-18
5083,Rajasthan,2003,Female,7.88,Infect,68775840,542030,65.3,19-35
5084,Rajasthan,2009,Female,6.71,Cardio,76998278,516945,68,36-50
5085,Bihar,2006,Male,10.11,Cardio,91158120,921219,63.5,36-50
5086,Karnataka,2006,Male,5.68,Diabetes,60853898,345754,74.8,36-50
5087,Uttar Pradesh,2015,Female,6.59,Cardio,217244724,1430857,68.9,0-18
5088,Kerala,2006,Male,5,Cancer,37596820,187984,77.3,51-65
5089,Karnataka,2014,Female,5,Infect,69639561,348197,75.4,36-50
5090,Maharashtra,2009,Male,5.58,Cardio,58708367,327713,72.5,36-50
5091,Andhra Pradesh,2012,Female,5.38,Cancer,53170160,286286,74,0-18
5092,Tamil Nadu,2006,Female,5.46,Infect,65606595,358291,75.3,66+
5093,Gujarat,2012,Male,6.09,Cardio,88776925,540984,72,51-65
5094,West Bengal,2014,Female,5,Cardio,112396922,561984,71.6,36-50
5095,Tamil Nadu,2006,Female,5.4,Resp,65606595,354465,75.1,36-50
5096,West Bengal,2006,Female,6.37,Infect,98993061,630195,67.8,51-65
5097,Bihar,2011,Female,7.98,Cardio,101636532,811040,65.1,19-35
5098,Bihar,2014,Male,7.93,Infect,108493202,860249,65.3,51-65
5099,Tamil Nadu,2005,Male,5.13,Diabetes,64637040,331498,74.6,0-18
5100,West Bengal,2008,Female,5.7,Cancer,102186182,582907,68.9,0-18
5101,Andhra Pradesh,2007,Male,5.8,Stroke,49599602,287612,73.6,0-18
5102,Bihar,2000,Female,10.47,Cardio,80000000,837854,60.2,51-65
5103,Bihar,2014,Female,8.62,Cardio,108493202,935244,66,51-65
5104,Kerala,2012,Male,5,Cancer,40386311,201931,79.4,36-50
5105,Kerala,2005,Male,5,Stroke,37151008,185755,79.4,0-18
5106,Gujarat,2008,Male,6.83,Cancer,82016156,560036,71.8,19-35
5107,Tamil Nadu,2005,Male,5.4,Cardio,64637040,348729,76.5,19-35
5108,Kerala,2007,Female,5,Stroke,38047982,190239,79,19-35
5109,Tamil Nadu,2007,Female,5.06,Cancer,66590694,336743,75.2,36-50
5110,Maharashtra,2013,Male,5,Infect,63050875,315254,74.2,51-65
5111,Bihar,2000,Male,10.81,Resp,80000000,865046,62.9,19-35
5112,Andhra Pradesh,2013,Female,5,Infect,53914543,269572,75,0-18
5113,Tamil Nadu,2003,Male,5,Accident,62740702,313703,74.2,66+
5114,Karnataka,2015,Female,5,Accident,70823434,354117,74.9,66+
5115,Tamil Nadu,2001,Female,5.63,Cardio,60899999,342948,75.3,0-18
5116,Uttar Pradesh,2012,Female,7.09,Cardio,201733323,1429286,66.2,0-18
5117,Tamil Nadu,2007,Female,5,Accident,66590694,332953,76.9,51-65
5118,Maharashtra,2005,Male,6.1,Cardio,54664942,333272,71.3,36-50
5119,Bihar,2014,Male,7.65,Resp,108493202,829850,66.6,0-18
5120,Bihar,2005,Male,9.61,Cardio,89195812,857335,63,66+
5121,Andhra Pradesh,2002,Male,6.91,Accident,46268820,319745,70.6,19-35
5122,West Bengal,2008,Female,5.9,Resp,102186182,602488,70.3,66+
5123,Tamil Nadu,2002,Female,5.97,Cancer,61813499,369150,75.1,19-35
5124,Maharashtra,2004,Male,6.16,Infect,53698371,330727,70.6,66+
5125,Gujarat,2000,Male,8.33,Accident,70000000,583036,70.7,36-50
5126,Kerala,2014,Female,5,Resp,41361398,206806,80,51-65
5127,Kerala,2004,Male,5,Cardio,36710482,183552,79,0-18
5128,Tamil Nadu,2015,Female,5,Resp,75013923,375069,80,36-50
5129,Rajasthan,2003,Male,8.23,Cancer,68775840,565810,65.2,36-50
5130,Rajasthan,2012,Male,5.71,Accident,81471097,465162,69.9,19-35
5131,Gujarat,2006,Male,6.65,Accident,78831369,524477,70.1,19-35
5132,Tamil Nadu,2012,Male,5,Cardio,71737090,358685,78.1,51-65
5133,Kerala,2013,Male,5,Diabetes,40870947,204354,80,51-65
5134,Rajasthan,2003,Male,7.32,Cancer,68775840,503506,67.1,66+
5135,Tamil Nadu,2007,Male,5,Stroke,66590694,332953,74.8,36-50
5136,West Bengal,2009,Male,6.42,Infect,103821160,666639,69.2,0-18
5137,Maharashtra,2015,Female,5,Resp,65341135,326705,74.3,19-35
5138,Maharashtra,2009,Female,5.51,Accident,58708367,323639,72.7,51-65
5139,Karnataka,2004,Male,5.67,Accident,58836455,333351,73.2,51-65
5140,Maharashtra,2007,Female,6.38,Cardio,56650591,361225,71.1,19-35
5141,Uttar Pradesh,2005,Female,9.01,Accident,169711231,1528593,65,19-35
5142,Uttar Pradesh,2014,Female,5.7,Cardio,211946073,1208942,68.2,36-50
5143,Andhra Pradesh,2002,Male,6.8,Cardio,46268820,314574,71.3,51-65
5144,Andhra Pradesh,2015,Female,5,Resp,55434717,277173,75.5,36-50
5145,Rajasthan,2010,Female,6.83,Resp,78461245,536269,70,66+
5146,Gujarat,2001,Male,7.9,Cardio,71400000,563710,68.4,51-65
5147,Karnataka,2013,Female,5,Resp,68475478,342377,75.3,0-18
5148,Karnataka,2009,Male,5,Accident,64010506,320052,73.8,36-50
5149,Karnataka,2008,Female,5.59,Resp,62940518,351779,73.5,0-18
5150,Gujarat,2014,Male,5,Resp,92363513,461817,69.9,0-18
5151,Tamil Nadu,2012,Female,5.04,Cardio,71737090,361222,79.6,51-65
5152,Karnataka,2001,Male,6.06,Cardio,55934999,338766,69.2,36-50
5153,Gujarat,2015,Female,5,Infect,94210783,471053,72.6,0-18
5154,Gujarat,2013,Male,5.41,Cardio,90552464,489895,71.4,66+
5155,Tamil Nadu,2003,Female,6.52,Infect,62740702,409170,74.9,19-35
5156,Uttar Pradesh,2006,Female,8.72,Cardio,173954012,1517291,67.2,51-65
5157,Rajasthan,2015,Female,5.85,Resp,86203741,504413,70.6,0-18
5158,Maharashtra,2001,Male,7.16,Infect,50900000,364636,68.8,66+
5159,Tamil Nadu,2011,Female,5,Resp,70676936,353384,77.1,0-18
5160,Andhra Pradesh,2005,Female,6.14,Resp,48239443,295971,72.2,0-18
5161,Bihar,2007,Male,8.45,Accident,93163599,786952,61.7,19-35
5162,Tamil Nadu,2008,Female,5,Stroke,67589555,337947,77.2,19-35
5163,Bihar,2002,Female,9.44,Cardio,83558720,789100,63.9,0-18
5164,Andhra Pradesh,2008,Male,5.46,Stroke,50293997,274787,71.3,51-65
5165,Bihar,2009,Female,8.91,Accident,97307888,866618,63.5,36-50
5166,Maharashtra,2015,Male,5,Accident,65341135,326705,73.2,36-50
5167,Bihar,2004,Male,9.82,Accident,87275746,857467,65,36-50
5168,Gujarat,2006,Male,6.36,Stroke,78831369,501127,71.2,0-18
5169,Uttar Pradesh,2006,Male,7.64,Resp,173954012,1329677,67,51-65
5170,West Bengal,2015,Female,5.06,Cardio,114195273,577761,71.6,0-18
5171,Bihar,2003,Female,10.28,Infect,85397011,877530,63.1,51-65
5172,Karnataka,2014,Female,5.45,Stroke,69639561,379475,75.2,66+
5173,Uttar Pradesh,2009,Male,7.7,Infect,187329445,1442347,67.3,19-35
5174,Tamil Nadu,2013,Male,5,Infect,72813146,364065,77.7,0-18
5175,Tamil Nadu,2001,Male,5.77,Stroke,60899999,351130,72.9,66+
5176,Tamil Nadu,2007,Male,5.56,Cardio,66590694,370470,76.9,51-65
5177,Rajasthan,2002,Male,8.92,Cardio,67493464,602238,66.9,36-50
5178,Andhra Pradesh,2005,Male,5.52,Infect,48239443,266066,70.7,36-50
5179,Bihar,2014,Female,8.37,Infect,108493202,908407,67.1,0-18
5180,Karnataka,2010,Female,5.54,Infect,65098685,360542,72.6,51-65
5181,Rajasthan,2000,Female,8.48,Cardio,65000000,551412,66.5,19-35
5182,Karnataka,2001,Female,6.76,Infect,55934999,378232,71,36-50
5183,Uttar Pradesh,2013,Female,7.16,Cardio,206776656,1480470,67.8,19-35
5184,Bihar,2002,Female,10.78,Accident,83558720,901114,61.9,19-35
5185,Maharashtra,2011,Female,5.9,Accident,60840890,358968,72,36-50
5186,Rajasthan,2003,Male,8.77,Resp,68775840,603199,66.8,66+
5187,Tamil Nadu,2011,Female,5,Accident,70676936,353384,78.9,36-50
5188,Gujarat,2006,Female,7.08,Cardio,78831369,557795,69.8,19-35
5189,Tamil Nadu,2008,Female,5,Cardio,67589555,337947,76,36-50
5190,West Bengal,2001,Male,7.96,Infect,91440000,728024,67.8,36-50
5191,Rajasthan,2013,Male,5.89,Diabetes,83019047,489258,67.9,19-35
5192,Kerala,2015,Female,5,Infect,41857735,209288,80,0-18
5193,Rajasthan,2013,Male,6.1,Cardio,83019047,506120,70.8,66+
5194,Bihar,2008,Male,9.3,Stroke,95213198,885456,64.4,51-65
5195,West Bengal,2013,Male,5.68,Diabetes,110626892,628207,71.1,19-35
5196,Kerala,2004,Male,5.35,Cardio,36710482,196430,77.8,36-50
5197,Andhra Pradesh,2008,Male,6.29,Stroke,50293997,316126,72.2,19-35
5198,Kerala,2009,Male,5,Accident,38966612,194833,80,51-65
5199,Tamil Nadu,2003,Male,5.76,Infect,62740702,361618,75.9,51-65
5200,Andhra Pradesh,2009,Female,5,Accident,50998113,254990,73.8,19-35
5201,Kerala,2005,Female,5,Cardio,37151008,185755,79.8,36-50
5202,Andhra Pradesh,2012,Female,5,Cardio,53170160,265850,74.2,19-35
5203,Gujarat,2009,Male,7.05,Infect,83656479,589416,73.1,0-18
5204,Tamil Nadu,2000,Male,7.02,Infect,60000000,420909,73.6,36-50
5205,Tamil Nadu,2001,Female,5.64,Infect,60899999,343675,74,19-35
5206,Bihar,2004,Male,10.69,Cardio,87275746,932789,63.5,36-50
5207,Gujarat,2008,Male,6.31,Stroke,82016156,517316,68,66+
5208,West Bengal,2009,Male,5.78,Cardio,103821160,600277,69.3,66+
5209,Uttar Pradesh,2005,Male,8.77,Cardio,169711231,1487546,68,51-65
5210,West Bengal,2004,Female,6.64,Cardio,95899720,636684,67.7,51-65
5211,Uttar Pradesh,2009,Male,8.05,Stroke,187329445,1508546,68,19-35
5212,Kerala,2000,Male,6.24,Diabetes,35000000,218427,78,51-65
5213,Maharashtra,2003,Male,6.87,Infect,52748891,362503,71,0-18
5214,Maharashtra,2012,Female,5.11,Infect,61936026,316258,72.4,66+
5215,Andhra Pradesh,2014,Male,5.25,Cardio,54669346,287208,74.7,51-65
5216,Uttar Pradesh,2015,Male,6.96,Diabetes,217244724,1511361,67.1,66+
5217,Gujarat,2010,Female,6.15,Cardio,85329609,525016,69.9,0-18
5218,Tamil Nadu,2015,Male,5,Resp,75013923,375069,79.8,51-65
5219,Maharashtra,2011,Female,5.13,Infect,60840890,312053,72.3,19-35
5220,Maharashtra,2013,Female,5,Diabetes,63050875,315254,73.2,0-18
5221,Bihar,2012,Male,8.06,Stroke,103872536,837679,66.7,36-50
5222,Karnataka,2008,Female,6.68,Cardio,62940518,420650,74.3,51-65
5223,Tamil Nadu,2007,Male,5,Diabetes,66590694,332953,76.7,51-65
5224,Bihar,2013,Male,8.6,Cardio,106157732,913102,65.7,51-65
5225,Andhra Pradesh,2002,Female,7.18,Cardio,46268820,332315,69.6,51-65
5226,Kerala,2012,Male,5,Infect,40386311,201931,80,51-65
5227,Gujarat,2001,Male,7.36,Accident,71400000,525478,68.8,51-65
5228,Bihar,2009,Male,8.95,Infect,97307888,870700,65.5,36-50
5229,Gujarat,2001,Male,8.03,Cardio,71400000,573122,69.6,0-18
5230,Uttar Pradesh,2010,Male,7.54,Cardio,192012681,1448402,68,19-35
5231,West Bengal,2011,Female,6.09,Cardio,107170016,652825,69.8,36-50
5232,Rajasthan,2005,Male,7.28,Cancer,71414150,519866,66.3,36-50
5233,Andhra Pradesh,2000,Female,7.93,Cardio,45000000,357012,72.2,66+
5234,Maharashtra,2014,Female,5,Accident,64185790,320928,75.1,36-50
5235,Kerala,2012,Male,5,Infect,40386311,201931,80,36-50
5236,Rajasthan,2006,Male,7.22,Accident,72771019,525663,67,36-50
5237,Andhra Pradesh,2010,Male,5,Accident,51712086,258560,74.2,36-50
5238,Kerala,2004,Female,5.46,Cardio,36710482,200465,79.9,36-50
5239,West Bengal,2010,Male,5.9,Infect,105482299,622077,70.5,36-50
5240,West Bengal,2001,Female,7.66,Accident,91440000,700361,68.5,36-50
5241,West Bengal,2004,Male,6.69,Infect,95899720,641440,69,0-18
5242,Kerala,2012,Female,5,Cardio,40386311,201931,80,0-18
5243,Maharashtra,2005,Female,6.68,Cardio,54664942,365323,72.5,36-50
5244,Rajasthan,2015,Female,6.47,Cardio,86203741,557427,68.8,0-18
5245,Maharashtra,2005,Female,5.61,Resp,54664942,306673,70.2,19-35
5246,West Bengal,2013,Male,5.28,Cardio,110626892,584055,72.2,19-35
5247,Tamil Nadu,2007,Female,5,Cancer,66590694,332953,75.4,36-50
5248,West Bengal,2014,Male,5,Stroke,112396922,561984,71.8,36-50
5249,Bihar,2010,Male,8.62,Cardio,99448662,856982,65.3,0-18
5250,Karnataka,2012,Male,5.51,Cardio,67330854,371180,75.3,66+
5251,Uttar Pradesh,2004,Male,8.84,Stroke,165571933,1463046,64.7,51-65
5252,Tamil Nadu,2012,Male,5,Accident,71737090,358685,76.4,51-65
5253,West Bengal,2009,Male,6.02,Cardio,103821160,625027,68.5,0-18
5254,Bihar,2001,Female,10.67,Accident,81760000,872512,63.2,0-18
5255,Tamil Nadu,2009,Male,5.34,Stroke,68603398,366129,74.4,51-65
5256,Bihar,2008,Female,9.24,Cardio,95213198,879702,64.1,36-50
5257,Uttar Pradesh,2000,Female,9.24,Cardio,150000000,1385425,62.9,51-65
5258,Gujarat,2009,Male,6.11,Infect,83656479,511547,68.7,0-18
5259,Kerala,2000,Female,5.29,Cardio,35000000,185031,76.3,19-35
5260,Bihar,2003,Female,9.08,Infect,85397011,775787,63.4,0-18
5261,Kerala,2013,Female,5,Cardio,40870947,204354,80,36-50
5262,Rajasthan,2004,Female,7.41,Cardio,70082581,519299,66.2,36-50
5263,Tamil Nadu,2007,Male,5.51,Infect,66590694,367064,76.4,0-18
5264,Uttar Pradesh,2001,Female,10.22,Diabetes,153750000,1571233,64.7,36-50
5265,Karnataka,2002,Female,6.62,Resp,56885894,376590,72.5,0-18
5266,Bihar,2006,Male,9.55,Cancer,91158120,870969,62.3,0-18
5267,Bihar,2001,Female,9.74,Resp,81760000,796341,62.5,36-50
5268,Uttar Pradesh,2005,Female,8.38,Stroke,169711231,1422048,65.7,19-35
5269,West Bengal,2000,Male,7.61,Stroke,90000000,685201,65.9,0-18
5270,Uttar Pradesh,2009,Female,8.13,Resp,187329445,1522432,67,19-35
5271,Kerala,2012,Female,5,Infect,40386311,201931,80,0-18
5272,Maharashtra,2003,Female,6.78,Cardio,52748891,357668,70.3,51-65
5273,West Bengal,2012,Female,5,Accident,108884736,544423,70.7,0-18
5274,West Bengal,2014,Male,5,Cardio,112396922,561984,72.2,51-65
5275,Andhra Pradesh,2015,Female,5,Cardio,55434717,277173,73.5,0-18
5276,Maharashtra,2011,Female,5,Infect,60840890,304204,73.6,36-50
5277,Kerala,2004,Male,5,Accident,36710482,183552,78.8,51-65
5278,Andhra Pradesh,2002,Female,6.39,Accident,46268820,295446,69.4,51-65
5279,Rajasthan,2012,Male,7.36,Cardio,81471097,599631,67.7,36-50
5280,Gujarat,2010,Female,6.08,Infect,85329609,518383,70.8,66+
5281,Gujarat,2009,Male,6.44,Diabetes,83656479,538484,71.2,0-18
5282,West Bengal,2009,Female,6.34,Infect,103821160,658634,70.8,19-35
5283,Tamil Nadu,2003,Male,6.42,Resp,62740702,402717,76.1,0-18
5284,Kerala,2008,Female,5,Resp,38504558,192522,79.9,51-65
5285,Andhra Pradesh,2004,Male,6.18,Resp,47573415,293831,70.9,51-65
5286,Gujarat,2013,Female,5.05,Infect,90552464,457120,70.1,36-50
5287,Karnataka,2012,Female,5.17,Resp,67330854,348303,73.3,19-35
5288,Kerala,2011,Female,5,Infect,39907422,199537,80,0-18
5289,Karnataka,2013,Female,5,Diabetes,68475478,342377,75.1,36-50
5290,Uttar Pradesh,2003,Female,9.23,Accident,161533593,1491523,66.2,36-50
5291,Kerala,2008,Female,5,Resp,38504558,192522,77.6,36-50
5292,Maharashtra,2005,Female,6.72,Infect,54664942,367479,70.1,36-50
5293,Andhra Pradesh,2004,Male,5.68,Stroke,47573415,270329,71.3,0-18
5294,Tamil Nadu,2014,Female,5,Cardio,73905343,369526,78.9,36-50
5295,Andhra Pradesh,2006,Female,5.87,Accident,48914795,287355,70.7,19-35
5296,Maharashtra,2014,Female,5,Infect,64185790,320928,74.3,51-65
5297,Tamil Nadu,2006,Male,6.36,Infect,65606595,417327,76.9,51-65
5298,Rajasthan,2001,Female,9.28,Infect,66234999,614364,65.9,19-35
5299,Karnataka,2011,Female,5.47,Infect,66205363,362341,73.5,66+
5300,Kerala,2006,Male,5,Accident,37596820,187984,78.4,36-50
5301,Uttar Pradesh,2013,Male,7.44,Infect,206776656,1539249,67.5,19-35
5302,West Bengal,2003,Male,7.83,Cardio,94389488,739467,65.9,66+
5303,Andhra Pradesh,2007,Female,6.09,Cardio,49599602,302212,70.6,36-50
5304,Maharashtra,2009,Male,6.41,Cancer,58708367,376235,74.6,36-50
5305,Bihar,2003,Male,11.07,Accident,85397011,945558,62.8,36-50
5306,Kerala,2010,Female,5,Infect,39434212,197171,80,51-65
5307,Kerala,2008,Female,5,Infect,38504558,192522,80,0-18
5308,Tamil Nadu,2007,Female,5.1,Cardio,66590694,339347,75.8,66+
5309,Gujarat,2003,Female,7.29,Infect,74284560,541514,67.9,0-18
5310,Maharashtra,2002,Female,6.86,Infect,51816200,355235,69.9,36-50
5311,Gujarat,2013,Female,5.92,Cancer,90552464,536189,71.7,0-18
5312,Tamil Nadu,2002,Male,6.74,Accident,61813499,416856,76,0-18
5313,Maharashtra,2010,Female,5,Cancer,59765118,298825,71.5,36-50
5314,West Bengal,2008,Female,6.84,Cardio,102186182,698575,69.8,36-50
5315,Uttar Pradesh,2013,Female,6.74,Infect,206776656,1394053,66.9,51-65
5316,Andhra Pradesh,2001,Male,6.6,Accident,45630000,301040,72.8,36-50
5317,Gujarat,2010,Male,5.75,Infect,85329609,490639,70.7,36-50
5318,Gujarat,2006,Female,5.93,Cardio,78831369,467627,70.4,19-35
5319,Maharashtra,2006,Female,6.26,Accident,55648911,348289,73.1,0-18
5320,Gujarat,2005,Female,6.9,Cardio,77285656,533618,70.2,19-35
5321,Uttar Pradesh,2010,Female,7.55,Infect,192012681,1450426,66.3,36-50
5322,Gujarat,2009,Female,6.04,Cardio,83656479,504928,69.8,51-65
5323,Rajasthan,2008,Female,6.28,Cardio,75562588,474471,69.4,51-65
5324,Kerala,2007,Female,5,Accident,38047982,190239,77.9,36-50
5325,Tamil Nadu,2010,Female,5.09,Resp,69632449,354397,78,19-35
5326,Uttar Pradesh,2012,Male,7.46,Cardio,201733323,1505672,68,0-18
5327,Maharashtra,2013,Male,5.38,Cardio,63050875,338961,76,19-35
5328,Tamil Nadu,2006,Female,5.39,Cardio,65606595,353527,76.1,36-50
5329,Kerala,2013,Male,5,Cardio,40870947,204354,80,51-65
5330,Gujarat,2015,Female,5,Resp,94210783,471053,73.2,19-35
5331,Gujarat,2005,Female,6.75,Cardio,77285656,521570,67.6,36-50
5332,Rajasthan,2007,Male,7.67,Accident,74153669,568710,66.6,0-18
5333,Bihar,2004,Male,9.38,Accident,87275746,818471,63.1,19-35
5334,Karnataka,2011,Male,5,Resp,66205363,331026,73.7,51-65
5335,Gujarat,2009,Female,7.18,Resp,83656479,601029,73.5,19-35
5336,Gujarat,2010,Female,5.57,Infect,85329609,475702,71.2,0-18
5337,Bihar,2005,Male,9.31,Cardio,89195812,830290,62.1,19-35
5338,Tamil Nadu,2012,Female,5,Accident,71737090,358685,77.7,0-18
5339,Kerala,2009,Female,5,Cardio,38966612,194833,80,51-65
5340,Andhra Pradesh,2001,Female,7,Cancer,45630000,319636,70.1,19-35
5341,Kerala,2003,Male,5,Diabetes,36275180,181375,78.6,51-65
5342,Andhra Pradesh,2007,Female,6.12,Resp,49599602,303663,73.9,51-65
5343,Andhra Pradesh,2005,Male,6.26,Infect,48239443,302195,72,51-65
5344,Karnataka,2013,Male,5,Infect,68475478,342377,75.4,19-35
5345,Tamil Nadu,2015,Male,5,Resp,75013923,375069,78.9,0-18
5346,Uttar Pradesh,2004,Male,8.31,Accident,165571933,1376547,65,19-35
5347,Rajasthan,2011,Female,5.78,Infect,79952008,461753,68.9,51-65
5348,Bihar,2005,Male,9.95,Cardio,89195812,887319,63.6,36-50
5349,Bihar,2006,Male,9.54,Cancer,91158120,869512,64.1,51-65
5350,Karnataka,2008,Male,5.63,Cancer,62940518,354179,74.9,19-35
5351,Karnataka,2003,Male,5.34,Accident,57852955,308890,71.9,36-50
5352,Tamil Nadu,2004,Female,5.3,Accident,63681813,337746,77,51-65
5353,Kerala,2005,Female,5,Cardio,37151008,185755,78.7,19-35
5354,Bihar,2014,Male,8.01,Diabetes,108493202,868539,64.9,19-35
5355,Kerala,2004,Male,5,Diabetes,36710482,183552,78.6,36-50
5356,Rajasthan,2015,Male,5.91,Cardio,86203741,509410,70.5,51-65
5357,Bihar,2008,Female,8.57,Infect,95213198,816418,64.8,66+
5358,Bihar,2003,Female,11.15,Infect,85397011,952203,63,19-35
5359,Rajasthan,2007,Female,7.19,Accident,74153669,532995,68,19-35
5360,Andhra Pradesh,2012,Male,5,Accident,53170160,265850,75.4,36-50
5361,Rajasthan,2004,Male,7.78,Cardio,70082581,545531,67.5,36-50
5362,Uttar Pradesh,2009,Male,7.36,Stroke,187329445,1379360,64.7,19-35
5363,Andhra Pradesh,2001,Female,7.29,Resp,45630000,332719,69.5,51-65
5364,Maharashtra,2009,Male,5.12,Resp,58708367,300446,72.9,36-50
5365,Andhra Pradesh,2011,Female,5,Resp,52436056,262180,73.6,19-35
5366,West Bengal,2003,Male,7.17,Infect,94389488,676677,67.9,0-18
5367,Gujarat,2005,Female,6.92,Infect,77285656,534476,69.3,36-50
5368,Uttar Pradesh,2014,Male,7.81,Accident,211946073,1654507,67.5,0-18
5369,Bihar,2000,Female,11.77,Cardio,80000000,941483,61.8,0-18
5370,West Bengal,2000,Female,8.28,Infect,90000000,745002,66.6,51-65
5371,Bihar,2015,Female,7.87,Cardio,110880052,872866,66.5,66+
5372,Tamil Nadu,2011,Male,5,Infect,70676936,353384,77.1,36-50
5373,Tamil Nadu,2015,Male,5,Cardio,75013923,375069,79,19-35
5374,Rajasthan,2010,Male,6.87,Stroke,78461245,539289,68.8,51-65
5375,Bihar,2004,Female,10.68,Cardio,87275746,931772,63.6,19-35
5376,Maharashtra,2013,Female,5.05,Cancer,63050875,318557,74.8,66+
5377,Tamil Nadu,2000,Male,6.51,Cancer,60000000,390873,73.4,51-65
5378,Bihar,2012,Female,8.39,Infect,103872536,871463,64.4,51-65
5379,Kerala,2001,Female,5.41,Resp,35420000,191662,77.5,66+
5380,Uttar Pradesh,2007,Female,8.12,Infect,178302863,1448007,66,0-18
5381,Uttar Pradesh,2009,Female,7.17,Cardio,187329445,1342289,67.2,0-18
5382,Kerala,2002,Female,5,Accident,35845040,179225,80,36-50
5383,Andhra Pradesh,2004,Male,6.05,Stroke,47573415,287976,72.2,51-65
5384,Andhra Pradesh,2000,Female,6.3,Diabetes,45000000,283715,70.1,19-35
5385,Tamil Nadu,2005,Male,5.17,Cardio,64637040,334346,75.1,66+
5386,Rajasthan,2000,Male,8.96,Cardio,65000000,582288,67.3,51-65
5387,Uttar Pradesh,2000,Female,9.57,Accident,150000000,1434787,63.7,36-50
5388,Gujarat,2009,Female,6.66,Cardio,83656479,557521,72.1,19-35
5389,Gujarat,2003,Male,7.41,Accident,74284560,550468,68.9,0-18
5390,Uttar Pradesh,2015,Male,7.11,Cardio,217244724,1544722,71.4,51-65
5391,Kerala,2006,Female,5,Infect,37596820,187984,80,36-50
5392,Karnataka,2012,Male,5,Cardio,67330854,336654,75,0-18
5393,Rajasthan,2015,Female,5.8,Accident,86203741,499707,69,19-35
5394,West Bengal,2014,Female,5,Accident,112396922,561984,69.8,19-35
5395,Andhra Pradesh,2015,Male,5,Cancer,55434717,277173,76.3,36-50
5396,Maharashtra,2008,Female,5.7,Cardio,57670302,328666,74.3,19-35
5397,Bihar,2013,Female,8.08,Cardio,106157732,857774,65.4,0-18
5398,Karnataka,2009,Female,5,Infect,64010506,320052,73.4,19-35
5399,Rajasthan,2006,Male,6.72,Resp,72771019,488887,69.5,66+
5400,Kerala,2001,Male,5.67,Resp,35420000,200823,75.9,51-65
5401,Bihar,2013,Female,7.72,Resp,106157732,819774,66.8,19-35
5402,Andhra Pradesh,2013,Female,5,Accident,53914543,269572,73.7,36-50
5403,Kerala,2011,Male,5,Cardio,39907422,199537,80,36-50
5404,West Bengal,2006,Male,6.98,Accident,98993061,690816,67.9,36-50
5405,Rajasthan,2003,Male,7.67,Resp,68775840,527781,67.2,19-35
5406,West Bengal,2013,Female,5,Cardio,110626892,553134,69.3,19-35
5407,West Bengal,2011,Male,6.21,Accident,107170016,665350,71.5,66+
5408,Rajasthan,2005,Male,7.81,Accident,71414150,557476,65.6,19-35
5409,West Bengal,2008,Male,6.48,Infect,102186182,662013,70.8,51-65
5410,Tamil Nadu,2004,Male,5,Cardio,63681813,318409,77.9,51-65
5411,West Bengal,2001,Female,7.93,Accident,91440000,724996,65.9,51-65
5412,Rajasthan,2010,Female,6.39,Stroke,78461245,501351,69.9,51-65
5413,Karnataka,2000,Female,6.51,Resp,55000000,357796,71.1,0-18
5414,Tamil Nadu,2006,Female,5.4,Resp,65606595,354082,74.9,51-65
5415,Tamil Nadu,2014,Female,5,Resp,73905343,369526,78.5,19-35
5416,Karnataka,2010,Male,5.16,Resp,65098685,335663,75,19-35
